flowid,seq,Node,retransmission,ack,time
0,4,6,0,True,77.10505446918233
0,4,5,0,True,79.70505446918233
0,4,4,0,True,82.30505446918232
0,4,3,0,True,84.90505446918232
0,4,2,0,True,87.50505446918231
0,4,1,0,True,90.1050544691823
0,5,1,0,False,61.50505446918237
0,5,2,0,False,65.70505446918237
0,5,9,0,False,68.30505446918237
0,5,10,0,False,70.90505446918236
0,5,6,0,False,73.50505446918235
0,5,7,0,False,76.10505446918235
0,5,7,0,True,76.10505446918235
0,5,6,0,True,78.70505446918234
0,5,5,0,True,81.30505446918234
0,5,4,0,True,83.90505446918233
0,5,3,0,True,86.50505446918233
0,5,2,0,True,89.10505446918232
0,5,1,0,True,91.70505446918231
0,6,1,0,False,65.63648155504524
0,6,2,0,False,68.23648155504523
0,6,9,0,False,70.83648155504522
0,6,10,0,False,73.43648155504522
0,6,6,0,False,76.03648155504521
0,6,7,0,False,78.63648155504521
0,6,7,0,True,78.63648155504521
0,6,6,0,True,81.2364815550452
0,6,5,0,True,83.8364815550452
0,6,4,0,True,86.43648155504519
0,6,3,0,True,89.03648155504519
0,6,2,0,True,91.63648155504518
0,6,1,0,True,94.23648155504517
0,7,1,0,False,88.50505446918231
0,7,2,0,False,91.1050544691823
0,7,9,0,False,93.7050544691823
0,7,10,0,False,96.3050544691823
0,7,6,0,False,98.90505446918229
0,7,7,0,False,101.50505446918228
0,7,7,0,True,101.50505446918228
0,7,6,0,True,104.10505446918228
0,7,5,0,True,106.70505446918227
0,7,4,0,True,109.30505446918227
0,7,3,0,True,111.90505446918226
0,7,2,0,True,114.50505446918226
0,7,1,0,True,117.10505446918225
0,8,1,0,False,89.25742256809123
0,8,2,0,False,92.7050544691823
0,8,9,0,False,95.3050544691823
0,8,10,0,False,97.90505446918229
0,8,6,0,False,100.50505446918228
0,8,7,0,False,103.10505446918228
0,8,7,0,True,103.10505446918228
0,8,6,0,True,105.70505446918227
0,8,5,0,True,108.30505446918227
0,8,4,0,True,110.90505446918226
0,8,3,0,True,113.50505446918226
0,8,2,0,True,116.10505446918225
0,8,1,0,True,118.70505446918224
0,9,1,0,False,90.1050544691823
0,9,2,0,False,94.3050544691823
0,9,9,0,False,96.90505446918229
0,9,10,0,False,99.50505446918228
0,9,6,0,False,102.10505446918228
0,9,7,0,False,104.70505446918227
0,9,7,0,True,104.70505446918227
0,9,6,0,True,107.30505446918227
0,9,5,0,True,109.90505446918226
0,9,4,0,True,112.50505446918226
0,9,3,0,True,115.10505446918225
0,9,2,0,True,117.70505446918224
0,9,1,0,True,120.30505446918224
0,10,1,0,False,90.79262196972931
0,10,2,0,False,95.90505446918229
0,10,9,0,False,98.50505446918228
0,10,10,0,False,101.10505446918228
0,10,6,0,False,103.70505446918227
0,10,7,0,False,106.30505446918227
0,10,7,0,True,106.30505446918227
0,10,6,0,True,108.90505446918226
0,10,5,0,True,111.50505446918226
0,10,4,0,True,114.10505446918225
0,10,3,0,True,116.70505446918224
0,10,2,0,True,119.30505446918224
0,10,1,0,True,121.90505446918223
0,11,1,0,False,92.37716704113602
0,11,2,0,False,97.50505446918228
0,11,9,0,False,100.10505446918228
0,11,10,0,False,102.70505446918227
0,11,6,0,False,105.30505446918227
0,11,7,0,False,107.90505446918226
0,11,7,0,True,107.90505446918226
0,11,6,0,True,110.50505446918226
0,11,5,0,True,113.10505446918225
0,11,4,0,True,115.70505446918224
0,11,3,0,True,118.30505446918224
0,11,2,0,True,120.90505446918223
0,11,1,0,True,123.50505446918223
0,12,1,0,False,93.40300211381191
0,12,2,0,False,99.10505446918228
0,12,9,0,False,101.70505446918227
0,12,10,0,False,104.30505446918227
0,12,6,0,False,106.90505446918226
0,12,7,0,False,109.50505446918226
0,12,7,0,True,109.50505446918226
0,12,6,0,True,112.10505446918225
0,12,5,0,True,114.70505446918224
0,12,4,0,True,117.30505446918224
0,12,3,0,True,119.90505446918223
0,12,2,0,True,122.50505446918223
0,12,1,0,True,125.10505446918222
0,13,1,0,False,94.87435101833067
0,13,2,0,False,100.70505446918227
0,13,9,0,False,103.30505446918227
0,13,10,0,False,105.90505446918226
0,13,6,0,False,108.50505446918226
0,13,7,0,False,111.10505446918225
0,13,7,0,True,111.10505446918225
0,13,6,0,True,113.70505446918224
0,13,5,0,True,116.30505446918224
0,13,4,0,True,118.90505446918223
0,13,3,0,True,121.50505446918223
0,13,2,0,True,124.10505446918222
0,13,1,0,True,126.70505446918222
0,14,1,0,False,95.06549788634923
0,14,2,0,False,102.30505446918227
0,14,9,0,False,104.90505446918226
0,14,10,0,False,107.50505446918226
0,14,6,0,False,110.10505446918225
0,14,7,0,False,112.70505446918224
0,14,7,0,True,112.70505446918224
0,14,6,0,True,115.30505446918224
0,14,5,0,True,117.90505446918223
0,14,4,0,True,120.50505446918223
0,14,3,0,True,123.10505446918222
0,14,2,0,True,125.70505446918222
0,14,1,0,True,128.3050544691822
0,15,1,0,False,117.10505446918225
0,15,2,0,False,119.70505446918224
0,15,9,0,False,122.30505446918224
0,15,10,0,False,124.90505446918223
0,15,6,0,False,127.50505446918223
0,15,7,0,False,130.10505446918222
0,15,7,0,True,130.10505446918222
0,15,6,0,True,132.70505446918222
0,15,5,0,True,135.3050544691822
0,15,4,0,True,137.9050544691822
0,15,3,0,True,140.5050544691822
0,15,2,0,True,143.1050544691822
0,15,1,0,True,145.7050544691822
0,16,1,0,False,117.2036564713678
0,16,2,0,False,121.30505446918224
0,16,9,0,False,123.90505446918223
0,16,10,0,False,126.50505446918223
0,16,6,0,False,129.10505446918222
0,16,7,0,False,131.70505446918222
0,16,7,0,True,131.70505446918222
0,16,6,0,True,134.3050544691822
0,16,5,0,True,136.9050544691822
0,16,4,0,True,139.5050544691822
0,16,3,0,True,142.1050544691822
0,16,2,0,True,144.7050544691822
0,16,1,0,True,147.30505446918218
0,17,1,0,False,118.78805444775398
0,17,2,0,False,122.90505446918223
0,17,9,0,False,125.50505446918223
0,17,10,0,False,128.10505446918222
0,17,6,0,False,130.70505446918222
0,17,7,0,False,133.3050544691822
0,17,7,0,True,133.3050544691822
0,17,6,0,True,135.9050544691822
0,17,5,0,True,138.5050544691822
0,17,4,0,True,141.1050544691822
0,17,3,0,True,143.7050544691822
0,17,2,0,True,146.30505446918218
0,17,1,0,True,148.90505446918218
0,18,1,0,False,119.90808162738989
0,18,2,0,False,124.50505446918223
0,18,9,0,False,127.10505446918222
0,18,10,0,False,129.70505446918222
0,18,6,0,False,132.3050544691822
0,18,7,0,False,134.9050544691822
0,18,7,0,True,134.9050544691822
0,18,6,0,True,137.5050544691822
0,18,5,0,True,140.1050544691822
0,18,4,0,True,142.7050544691822
0,18,3,0,True,145.30505446918218
0,18,2,0,True,147.90505446918218
0,18,1,0,True,150.50505446918217
0,19,1,0,False,122.15464731130996
0,19,2,0,False,126.10505446918222
0,19,9,0,False,128.70505446918222
0,19,10,0,False,131.3050544691822
0,19,6,0,False,133.9050544691822
0,19,7,0,False,136.5050544691822
0,19,7,0,True,136.5050544691822
0,19,6,0,True,139.1050544691822
0,19,5,0,True,141.7050544691822
0,19,4,0,True,144.30505446918218
0,19,3,0,True,146.90505446918218
0,19,2,0,True,149.50505446918217
0,19,1,0,True,152.10505446918216
0,20,1,0,False,122.86157915047255
0,20,2,0,False,127.70505446918222
0,20,9,0,False,130.3050544691822
0,20,10,0,False,132.9050544691822
0,20,6,0,False,135.5050544691822
0,20,7,0,False,138.1050544691822
0,20,7,0,True,138.1050544691822
0,20,6,0,True,140.7050544691822
0,20,5,0,True,143.30505446918218
0,20,4,0,True,145.90505446918218
0,20,3,0,True,148.50505446918217
0,20,2,0,True,151.10505446918216
0,20,1,0,True,153.70505446918216
0,21,1,0,False,125.05216508247665
0,21,2,0,False,129.3050544691822
0,21,9,0,False,131.9050544691822
0,21,10,0,False,134.5050544691822
0,21,6,0,False,137.1050544691822
0,21,7,0,False,139.7050544691822
0,21,7,0,True,139.7050544691822
0,21,6,0,True,142.30505446918218
0,21,5,0,True,144.90505446918218
0,21,4,0,True,147.50505446918217
0,21,3,0,True,150.10505446918216
0,21,2,0,True,152.70505446918216
0,21,1,0,True,155.30505446918215
0,22,1,0,False,125.4415403792113
0,22,2,0,False,130.9050544691822
0,22,9,0,False,133.5050544691822
0,22,10,0,False,136.1050544691822
0,22,6,0,False,138.7050544691822
0,22,7,0,False,141.30505446918218
0,22,7,0,True,141.30505446918218
0,22,6,0,True,143.90505446918218
0,22,5,0,True,146.50505446918217
0,22,4,0,True,149.10505446918216
0,22,3,0,True,151.70505446918216
0,22,2,0,True,154.30505446918215
0,22,1,0,True,156.90505446918215
0,23,1,0,False,125.81537477893367
0,23,2,0,False,132.5050544691822
0,23,9,0,False,135.1050544691822
0,23,10,0,False,137.7050544691822
0,23,6,0,False,140.30505446918218
0,23,7,0,False,142.90505446918218
0,23,7,0,True,142.90505446918218
0,23,6,0,True,145.50505446918217
0,23,5,0,True,148.10505446918216
0,23,4,0,True,150.70505446918216
0,23,3,0,True,153.30505446918215
0,23,2,0,True,155.90505446918215
0,23,1,0,True,158.50505446918214
0,24,1,0,False,126.35893328822412
0,24,2,0,False,134.1050544691822
0,24,9,0,False,136.7050544691822
0,24,10,0,False,139.30505446918218
0,24,6,0,False,141.90505446918218
0,24,7,0,False,144.50505446918217
0,24,7,0,True,144.50505446918217
0,24,6,0,True,147.10505446918216
0,24,5,0,True,149.70505446918216
0,24,4,0,True,152.30505446918215
0,24,3,0,True,154.90505446918215
0,24,2,0,True,157.50505446918214
0,24,1,0,True,160.10505446918214
0,25,1,0,False,126.44710335588874
0,25,2,0,False,135.7050544691822
0,25,9,0,False,138.30505446918218
0,25,10,0,False,140.90505446918218
0,25,6,0,False,143.50505446918217
0,25,7,0,False,146.10505446918216
0,25,7,0,True,146.10505446918216
0,25,6,0,True,148.70505446918216
0,25,5,0,True,151.30505446918215
0,25,4,0,True,153.90505446918215
0,25,3,0,True,156.50505446918214
0,25,2,0,True,159.10505446918214
0,25,1,0,True,161.70505446918213
0,26,1,0,False,127.91838334441574
0,26,2,0,False,137.30505446918218
0,26,9,0,False,139.90505446918218
0,26,10,0,False,142.50505446918217
0,26,6,0,False,145.10505446918216
0,26,7,0,False,147.70505446918216
0,26,7,0,True,147.70505446918216
0,26,6,0,True,150.30505446918215
0,26,5,0,True,152.90505446918215
0,26,4,0,True,155.50505446918214
0,26,3,0,True,158.10505446918214
0,26,2,0,True,160.70505446918213
0,26,1,0,True,163.30505446918212
0,27,1,0,False,128.0887480274927
0,27,2,0,False,138.90505446918218
0,27,9,0,False,141.50505446918217
0,27,10,0,False,144.10505446918216
0,27,6,0,False,146.70505446918216
0,27,7,0,False,149.30505446918215
0,27,7,0,True,149.30505446918215
0,27,6,0,True,151.90505446918215
0,27,5,0,True,154.50505446918214
0,27,4,0,True,157.10505446918214
0,27,3,0,True,159.70505446918213
0,27,2,0,True,162.30505446918212
0,27,1,0,True,164.90505446918212
0,28,1,0,False,128.43069612385844
0,28,2,0,False,140.50505446918217
0,28,9,0,False,143.10505446918216
0,28,10,0,False,145.70505446918216
0,28,6,0,False,148.30505446918215
0,28,7,0,False,150.90505446918215
0,28,7,0,True,150.90505446918215
0,28,6,0,True,153.50505446918214
0,28,5,0,True,156.10505446918214
0,28,4,0,True,158.70505446918213
0,28,3,0,True,161.30505446918212
0,28,2,0,True,163.90505446918212
0,28,1,0,True,166.5050544691821
0,29,1,0,False,130.9388129796444
0,29,2,0,False,142.10505446918216
0,29,9,0,False,144.70505446918216
0,29,10,0,False,147.30505446918215
0,29,6,0,False,149.90505446918215
0,29,7,0,False,152.50505446918214
0,29,7,0,True,152.50505446918214
0,29,6,0,True,155.10505446918214
0,29,5,0,True,157.70505446918213
0,29,4,0,True,160.30505446918212
0,29,3,0,True,162.90505446918212
0,29,2,0,True,165.5050544691821
0,29,1,0,True,168.1050544691821
0,30,1,0,False,132.22901535339437
0,30,2,0,False,143.70505446918216
0,30,9,0,False,146.30505446918215
0,30,10,0,False,148.90505446918215
0,30,6,0,False,151.50505446918214
0,30,7,0,False,154.10505446918214
0,30,7,0,True,154.10505446918214
0,30,6,0,True,156.70505446918213
0,30,5,0,True,159.30505446918212
0,30,4,0,True,161.90505446918212
0,30,3,0,True,164.5050544691821
0,30,2,0,True,167.1050544691821
0,30,1,0,True,169.7050544691821
0,31,1,0,False,145.7050544691822
0,31,2,0,False,148.30505446918218
0,31,9,0,False,150.90505446918218
0,31,10,0,False,153.50505446918217
0,31,6,0,False,156.10505446918216
0,31,7,0,False,158.70505446918216
0,31,7,0,True,158.70505446918216
0,31,6,0,True,161.30505446918215
0,31,5,0,True,163.90505446918215
0,31,4,0,True,166.50505446918214
0,31,3,0,True,169.10505446918214
0,31,2,0,True,171.70505446918213
0,31,1,0,True,174.30505446918212
0,32,1,0,False,146.57531072882117
0,32,2,0,False,149.90505446918218
0,32,9,0,False,152.50505446918217
0,32,10,0,False,155.10505446918216
0,32,6,0,False,157.70505446918216
0,32,7,0,False,160.30505446918215
0,32,7,0,True,160.30505446918215
0,32,6,0,True,162.90505446918215
0,32,5,0,True,165.50505446918214
0,32,4,0,True,168.10505446918214
0,32,3,0,True,170.70505446918213
0,32,2,0,True,173.30505446918212
0,32,1,0,True,175.90505446918212
0,33,1,0,False,147.30505446918218
0,33,2,0,False,151.50505446918217
0,33,9,0,False,154.10505446918216
0,33,10,0,False,156.70505446918216
0,33,6,0,False,159.30505446918215
0,33,7,0,False,161.90505446918215
0,33,7,0,True,161.90505446918215
0,33,6,0,True,164.50505446918214
0,33,5,0,True,167.10505446918214
0,33,4,0,True,169.70505446918213
0,33,3,0,True,172.30505446918212
0,33,2,0,True,174.90505446918212
0,33,1,0,True,177.5050544691821
0,34,1,0,False,148.09334952982596
0,34,2,0,False,153.10505446918216
0,34,9,0,False,155.70505446918216
0,34,10,0,False,158.30505446918215
0,34,6,0,False,160.90505446918215
0,34,7,0,False,163.50505446918214
0,34,7,0,True,163.50505446918214
0,34,6,0,True,166.10505446918214
0,34,5,0,True,168.70505446918213
0,34,4,0,True,171.30505446918212
0,34,3,0,True,173.90505446918212
0,34,2,0,True,176.5050544691821
0,34,1,0,True,179.1050544691821
0,35,1,0,False,148.90505446918218
0,35,2,0,False,154.70505446918216
0,35,9,0,False,157.30505446918215
0,35,10,0,False,159.90505446918215
0,35,6,0,False,162.50505446918214
0,35,7,0,False,165.10505446918214
0,35,7,0,True,165.10505446918214
0,35,6,0,True,167.70505446918213
0,35,5,0,True,170.30505446918212
0,35,4,0,True,172.90505446918212
0,35,3,0,True,175.5050544691821
0,35,2,0,True,178.1050544691821
0,35,1,0,True,180.7050544691821
0,36,1,0,False,149.31130388377176
0,36,2,0,False,156.30505446918215
0,36,9,0,False,158.90505446918215
0,36,10,0,False,161.50505446918214
0,36,6,0,False,164.10505446918214
0,36,7,0,False,166.70505446918213
0,36,7,0,True,166.70505446918213
0,36,6,0,True,169.30505446918212
0,36,5,0,True,171.90505446918212
0,36,4,0,True,174.5050544691821
0,36,3,0,True,177.1050544691821
0,36,2,0,True,179.7050544691821
0,36,1,0,True,182.3050544691821
0,37,1,0,False,150.50505446918217
0,37,2,0,False,157.90505446918215
0,37,9,0,False,160.50505446918214
0,37,10,0,False,163.10505446918214
0,37,6,0,False,165.70505446918213
0,37,7,0,False,168.30505446918212
0,37,7,0,True,168.30505446918212
0,37,6,0,True,170.90505446918212
0,37,5,0,True,173.5050544691821
0,37,4,0,True,176.1050544691821
0,37,3,0,True,178.7050544691821
0,37,2,0,True,181.3050544691821
0,37,1,0,True,183.9050544691821
0,38,1,0,False,152.22195097085782
0,38,2,0,False,159.50505446918214
0,38,9,0,False,162.10505446918214
0,38,10,0,False,164.70505446918213
0,38,6,0,False,167.30505446918212
0,38,7,0,False,169.90505446918212
0,38,7,0,True,169.90505446918212
0,38,6,0,True,172.5050544691821
0,38,5,0,True,175.1050544691821
0,38,4,0,True,177.7050544691821
0,38,3,0,True,180.3050544691821
0,38,2,0,True,182.9050544691821
0,38,1,0,True,185.50505446918208
0,39,1,0,False,153.56812278725386
0,39,2,0,False,161.10505446918214
0,39,9,0,False,163.70505446918213
0,39,10,0,False,166.30505446918212
0,39,6,0,False,168.90505446918212
0,39,7,0,False,171.5050544691821
0,39,7,0,True,171.5050544691821
0,39,6,0,True,174.1050544691821
0,39,5,0,True,176.7050544691821
0,39,4,0,True,179.3050544691821
0,39,3,0,True,181.9050544691821
0,39,2,0,True,184.50505446918208
0,39,1,0,True,187.10505446918208
0,40,1,0,False,153.59866382868702
0,40,2,0,False,162.70505446918213
0,40,9,0,False,165.30505446918212
0,40,10,0,False,167.90505446918212
0,40,6,0,False,170.5050544691821
0,40,7,0,False,173.1050544691821
0,40,7,0,True,173.1050544691821
0,40,6,0,True,175.7050544691821
0,40,5,0,True,178.3050544691821
0,40,4,0,True,180.9050544691821
0,40,3,0,True,183.50505446918208
0,40,2,0,True,186.10505446918208
0,40,1,0,True,188.70505446918207
0,41,1,0,False,154.55224526374332
0,41,2,0,False,164.30505446918212
0,41,9,0,False,166.90505446918212
0,41,10,0,False,169.5050544691821
0,41,6,0,False,172.1050544691821
0,41,7,0,False,174.7050544691821
0,41,7,0,True,174.7050544691821
0,41,6,0,True,177.3050544691821
0,41,5,0,True,179.9050544691821
0,41,4,0,True,182.50505446918208
0,41,3,0,True,185.10505446918208
0,41,2,0,True,187.70505446918207
0,41,1,0,True,190.30505446918207
0,42,1,0,False,155.46679321339568
0,42,2,0,False,165.90505446918212
0,42,9,0,False,168.5050544691821
0,42,10,0,False,171.1050544691821
0,42,6,0,False,173.7050544691821
0,42,7,0,False,176.3050544691821
0,42,7,0,True,176.3050544691821
0,42,6,0,True,178.9050544691821
0,42,5,0,True,181.50505446918208
0,42,4,0,True,184.10505446918208
0,42,3,0,True,186.70505446918207
0,42,2,0,True,189.30505446918207
0,42,1,0,True,191.90505446918206
0,43,1,0,False,155.70052372658213
0,43,2,0,False,167.5050544691821
0,43,9,0,False,170.1050544691821
0,43,10,0,False,172.7050544691821
0,43,6,0,False,175.3050544691821
0,43,7,0,False,177.9050544691821
0,43,7,0,True,177.9050544691821
0,43,6,0,True,180.50505446918208
0,43,5,0,True,183.10505446918208
0,43,4,0,True,185.70505446918207
0,43,3,0,True,188.30505446918207
0,43,2,0,True,190.90505446918206
0,43,1,0,True,193.50505446918206
0,44,1,0,False,156.06815111318508
0,44,2,0,False,169.1050544691821
0,44,9,0,False,171.7050544691821
0,44,10,0,False,174.3050544691821
0,44,6,0,False,176.9050544691821
0,44,7,0,False,179.50505446918208
0,44,7,0,True,179.50505446918208
0,44,6,0,True,182.10505446918208
0,44,5,0,True,184.70505446918207
0,44,4,0,True,187.30505446918207
0,44,3,0,True,189.90505446918206
0,44,2,0,True,192.50505446918206
0,44,1,0,True,195.10505446918205
0,45,1,0,False,156.90505446918215
0,45,2,0,False,170.7050544691821
0,45,9,0,False,173.3050544691821
0,45,10,0,False,175.9050544691821
0,45,6,0,False,178.50505446918208
0,45,7,0,False,181.10505446918208
0,45,7,0,True,181.10505446918208
0,45,6,0,True,183.70505446918207
0,45,5,0,True,186.30505446918207
0,45,4,0,True,188.90505446918206
0,45,3,0,True,191.50505446918206
0,45,2,0,True,194.10505446918205
0,45,1,0,True,196.70505446918204
0,46,1,0,False,157.88912224812643
0,46,2,0,False,172.3050544691821
0,46,9,0,False,174.9050544691821
0,46,10,0,False,177.50505446918208
0,46,6,0,False,180.10505446918208
0,46,7,0,False,182.70505446918207
0,46,7,0,True,182.70505446918207
0,46,6,0,True,185.30505446918207
0,46,5,0,True,187.90505446918206
0,46,4,0,True,190.50505446918206
0,46,3,0,True,193.10505446918205
0,46,2,0,True,195.70505446918204
0,46,1,0,True,198.30505446918204
0,47,1,0,False,159.42383824614154
0,47,2,0,False,173.9050544691821
0,47,9,0,False,176.50505446918208
0,47,10,0,False,179.10505446918208
0,47,6,0,False,181.70505446918207
0,47,7,0,False,184.30505446918207
0,47,7,0,True,184.30505446918207
0,47,6,0,True,186.90505446918206
0,47,5,0,True,189.50505446918206
0,47,4,0,True,192.10505446918205
0,47,3,0,True,194.70505446918204
0,47,2,0,True,197.30505446918204
0,47,1,0,True,199.90505446918203
0,48,1,0,False,160.67217488817187
0,48,2,0,False,175.50505446918208
0,48,9,0,False,178.10505446918208
0,48,10,0,False,180.70505446918207
0,48,6,0,False,183.30505446918207
0,48,7,0,False,185.90505446918206
0,48,7,0,True,185.90505446918206
0,48,6,0,True,188.50505446918206
0,48,5,0,True,191.10505446918205
0,48,4,0,True,193.70505446918204
0,48,3,0,True,196.30505446918204
0,48,2,0,True,198.90505446918203
0,48,1,0,True,201.50505446918203
0,49,1,0,False,162.27463312132443
0,49,2,0,False,177.10505446918208
0,49,9,0,False,179.70505446918207
0,49,10,0,False,182.30505446918207
0,49,6,0,False,184.90505446918206
0,49,7,0,False,187.50505446918206
0,49,7,0,True,187.50505446918206
0,49,6,0,True,190.10505446918205
0,49,5,0,True,192.70505446918204
0,49,4,0,True,195.30505446918204
0,49,3,0,True,197.90505446918203
0,49,2,0,True,200.50505446918203
0,49,1,0,True,203.10505446918202
0,50,1,0,False,162.3163262803571
0,50,2,0,False,178.70505446918207
0,50,9,0,False,181.30505446918207
0,50,10,0,False,183.90505446918206
0,50,6,0,False,186.50505446918206
0,50,7,0,False,189.10505446918205
0,50,7,0,True,189.10505446918205
0,50,6,0,True,191.70505446918204
0,50,5,0,True,194.30505446918204
0,50,4,0,True,196.90505446918203
0,50,3,0,True,199.50505446918203
0,50,2,0,True,202.10505446918202
0,50,1,0,True,204.70505446918202
0,51,1,0,False,162.40122064684869
0,51,2,0,False,180.30505446918207
0,51,9,0,False,182.90505446918206
0,51,10,0,False,185.50505446918206
0,51,6,0,False,188.10505446918205
0,51,7,0,False,190.70505446918204
0,51,7,0,True,190.70505446918204
0,51,6,0,True,193.30505446918204
0,51,5,0,True,195.90505446918203
0,51,4,0,True,198.50505446918203
0,51,3,0,True,201.10505446918202
0,51,2,0,True,203.70505446918202
0,51,1,0,True,206.305054469182
0,52,1,0,False,164.3602382944106
0,52,2,0,False,181.90505446918206
0,52,9,0,False,184.50505446918206
0,52,10,0,False,187.10505446918205
0,52,6,0,False,189.70505446918204
0,52,7,0,False,192.30505446918204
0,52,7,0,True,192.30505446918204
0,52,6,0,True,194.90505446918203
0,52,5,0,True,197.50505446918203
0,52,4,0,True,200.10505446918202
0,52,3,0,True,202.70505446918202
0,52,2,0,True,205.305054469182
0,52,1,0,True,207.905054469182
0,53,1,0,False,165.05686537834754
0,53,2,0,False,183.50505446918206
0,53,9,0,False,186.10505446918205
0,53,10,0,False,188.70505446918204
0,53,6,0,False,191.30505446918204
0,53,7,0,False,193.90505446918203
0,53,7,0,True,193.90505446918203
0,53,6,0,True,196.50505446918203
0,53,5,0,True,199.10505446918202
0,53,4,0,True,201.70505446918202
0,53,3,0,True,204.305054469182
0,53,2,0,True,206.905054469182
0,53,1,0,True,209.505054469182
0,54,1,0,False,166.5281900971426
0,54,2,0,False,185.10505446918205
0,54,9,0,False,187.70505446918204
0,54,10,0,False,190.30505446918204
0,54,6,0,False,192.90505446918203
0,54,7,0,False,195.50505446918203
0,54,7,0,True,195.50505446918203
0,54,6,0,True,198.10505446918202
0,54,5,0,True,200.70505446918202
0,54,4,0,True,203.305054469182
0,54,3,0,True,205.905054469182
0,54,2,0,True,208.505054469182
0,54,1,0,True,211.105054469182
0,55,1,0,False,166.72303476886177
0,55,2,0,False,186.70505446918204
0,55,9,0,False,189.30505446918204
0,55,10,0,False,191.90505446918203
0,55,6,0,False,194.50505446918203
0,55,7,0,False,197.10505446918202
0,55,7,0,True,197.10505446918202
0,55,6,0,True,199.70505446918202
0,55,5,0,True,202.305054469182
0,55,4,0,True,204.905054469182
0,55,3,0,True,207.505054469182
0,55,2,0,True,210.105054469182
0,55,1,0,True,212.705054469182
0,56,1,0,False,167.95898693519362
0,56,2,0,False,188.30505446918204
0,56,9,0,False,190.90505446918203
0,56,10,0,False,193.50505446918203
0,56,6,0,False,196.10505446918202
0,56,7,0,False,198.70505446918202
0,56,7,0,True,198.70505446918202
0,56,6,0,True,201.305054469182
0,56,5,0,True,203.905054469182
0,56,4,0,True,206.505054469182
0,56,3,0,True,209.105054469182
0,56,2,0,True,211.705054469182
0,56,1,0,True,214.30505446918198
0,57,1,0,False,167.99001689452047
0,57,2,0,False,189.90505446918203
0,57,9,0,False,192.50505446918203
0,57,10,0,False,195.10505446918202
0,57,6,0,False,197.70505446918202
0,57,7,0,False,200.305054469182
0,57,7,0,True,200.305054469182
0,57,6,0,True,202.905054469182
0,57,5,0,True,205.505054469182
0,57,4,0,True,208.105054469182
0,57,3,0,True,210.705054469182
0,57,2,0,True,213.30505446918198
0,57,1,0,True,215.90505446918198
0,58,1,0,False,168.16458799640176
0,58,2,0,False,191.50505446918203
0,58,9,0,False,194.10505446918202
0,58,10,0,False,196.70505446918202
0,58,6,0,False,199.305054469182
0,58,7,0,False,201.905054469182
0,58,7,0,True,201.905054469182
0,58,6,0,True,204.505054469182
0,58,5,0,True,207.105054469182
0,58,4,0,True,209.705054469182
0,58,3,0,True,212.30505446918198
0,58,2,0,True,214.90505446918198
0,58,1,0,True,217.50505446918197
0,59,1,0,False,169.229914647559
0,59,2,0,False,193.10505446918202
0,59,9,0,False,195.70505446918202
0,59,10,0,False,198.305054469182
0,59,6,0,False,200.905054469182
0,59,7,0,False,203.505054469182
0,59,7,0,True,203.505054469182
0,59,6,0,True,206.105054469182
0,59,5,0,True,208.705054469182
0,59,4,0,True,211.30505446918198
